FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;TARGET ACQUISITION METEOROLOGICAL ZONE CODE; ; ;1685/003;2;N
* 2 M;WIND DIRECTION AND SPEED; ; ;2418/001;6;N
* 3 M;MET AIR TEMPERATURE AND RELATIVE HUMIDITY; ; ;2420/001;6;N
