FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;CENTRE, LAT/LONG, MINUTES, VERIFIED; ;A;2043/017;14;ANS
;CENTRE, LAT/LONG, MINUTES; ;B;2023/003;11;AN
;UNIT DESIGNATION;UD;C;1028/026;1-35;X
2 M;ORIENTATION OF SEMI-MAJOR AXIS, QUALIFIED; ; ;2159/003;4-6;ANS
3 M;SEMI-MAJOR AXIS LENGTH, NAUTICAL MILES; ; ;2280/002;3-6;AN
4 M;SEMI-MINOR AXIS LENGTH, NAUTICAL MILES; ; ;2280/003;3-6;AN
