FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GATEWAY SWITCH IDENTIFIER; ; ;1022/119;1-20;X
2 M;GATEWAY NODE LOCATION, UTM 100-METRE; ; ;2087/009;11;AN
3 M;GATEWAY RETRANSMISSION CYCLE LENGTH CODE; ; ;1520/001;1-3;AN
* 4 O;GATEWAY INSTALLATION NAME; ; ;1022/115;1-20;X
* 5 O;GATEWAY INSTALLATION LOCATION, UTM 100-METRE; ; ;2087/010;11;AN
* 6 O;GATEWAY LIMITING FACTOR; ; ;1347/002;4-5;A
* 7 O;COMMENTS; ; ;1357/001;1-68;X
