FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GEOGRAPHIC POSITION, UTM 100-METRE; ; ;2087/001;11;AN
2 M;DTG, 4-DIGIT YEAR; ; ;2033/001;14;AN
