FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DATA ENTRY; ; ;1348/001;2;N
2 M;TOTAL WEIGHT OF AIR CARGO; ; ;2185/003;3-11;ANS
3 M;HEAVIEST UNIT WEIGHT;HSI; ;2185/004;3-11;ANS
4 M;TYPE OF HEAVIEST AIR CARGO; ; ;1173/007;4;A
5 M;DIMENSIONS OF LARGEST UNIT OF AIR CARGO;LSI; ;2182/003;6-19;ANS
6 M;TYPE OF LARGEST AIR CARGO; ; ;1173/008;4;A
