FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LEFT TRAVERSE LIMIT, MILS; ; ;1048/007;4;N
2 M;RIGHT TRAVERSE LIMIT, MILS; ; ;1048/008;4;N
