FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;NUMBER OF TARGETS ENCOUNTERED; ; ;1044/211;1-4;N
* 2 M;TARGET OR FRIENDLY UNIT TARGET TYPE; ;A;1650/001;2-13;AS
;TARGET DESCRIPTION;DESC;B;1363/004;1-20;X
* 3 M;AIR ATTACK RESULT; ; ;1150/003;3-9;A
