FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;UTM 1-METRE HIGHER ORDER EASTING; ; ;1058/002;6;N
2 M;UTM 1-METRE HIGHER ORDER NORTHING; ; ;1060/002;7-8;N
3 M;WIDTH IN METRES, 1-9999; ; ;1658/003;1-4;N
4 M;MINIMUM ALTITUDE IN METRES; ; ;1186/004;1-5;NS
5 M;MAXIMUM ALTITUDE IN METRES; ; ;1186/005;1-5;NS
