FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;FIXED POSITION LETTER DESIGNATOR;FP; ;1515/007;1;A
2 M;GEOGRAPHIC POSITION, UTM 10-METRE; ;A;2086/001;13;AN
;GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;2024/001;15;AN
3 M;LANDMARK DESCRIPTION; ; ;1363/049;1-30;X
4 M;BEARING AND RANGE FROM LANDMARK; ; ;2471/001;5-8;NS
