FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;UNIT; ;A;1022/057;1-30;X
;LINK AIRCRAFT TYPE;AIR;B;1015/015;2-6;AN
* 2 M;LINK 4 ADDRESS; ;A;1625/017;5;N
;LINK ADDRESS BLOCK; ;B;2135/001;11;NS
