FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;FREIGHT WEIGHT; ; ;2006/002;3-9;AN
2 M;HELICOPTER LOAD; ; ;1173/011;3-6;A
3 M;HELICOPTER UNDERSLUNG FREIGHT INDICATOR; ; ;1027/022;2-3;A
4 M;AIR CARGO LINEAR DIMENSIONS; ; ;2182/001;6-19;ANS
