FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;VEHICLE LENGTH IN METRES; ; ;1657/006;1-5;NS
2 M;VEHICLE WIDTH IN METRES; ; ;1658/004;1-5;NS
3 M;VEHICLE HEIGHT IN METRES, DECIMAL PERMITTED; ; ;1651/002;1-5;NS
4 M;VEHICLE GROUND CLEARANCE IN METRES; ; ;1052/013;1-4;NS
5 M;VEHICLE LONGITUDINAL WHEEL BASE IN METRES; ; ;1052/014;1-5;NS
