FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;REFERENCE POINT NAME; ; ;1022/002;1-38;X
2 M;DIRECTION FROM REFERENCE POINT IN DEGREES; ;A ;2321/005;6;AN
;DIRECTION FROM REFERENCE POINT IN MILS; ;B ;2322/005;7;AN
3 M;DISTANCE IN METRES; ; ;1052/001;1-4;N
