FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;NUMBER OF BURSTS IN A MULTIPLE STRIKE; ; ;1044/059;1-3;N
