FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;TRADEMARK; ;A;1416/003;1-30;X
;DISCRETE IDENTIFIER;ID;B;1625/025;4;N
