FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;CIRCLE, LAT/LONG CENTRE, RADIUS IN NM, VERIFIED; ; ;2193/001;19-23;ANS
2 O;SUBMARINE GRID SYSTEM AREA DESIGNATOR; ; ;1499/001;3-36;X
