FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;PROJECTILE TYPE; ; ;1560/002;3;A
* 2 M;NUMBER OF PROJECTILES; ; ;1044/256;1-4;N
