FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;SUBMARINE DETECTION CALLED; ; ;1359/005;1;A
2 M;SUBMARINE CONTACT INVESTIGATED; ; ;1359/006;1;A
3 O;POSTFLIGHT ANALYSIS CONFIRMS CONTACT; ; ;1359/007;1;A
4 O;POSTFLIGHT ANALYSIS CONFIRMS INVESTIGATION WARRANTED; ; ;1359/008;1;A
5 O;POSTFLIGHT ANALYSIS CALLED MISSED DETECTION; ; ;1359/009;1;A
6 O;FAST-TIME ANALYSIS CALLED MISSED DETECTION; ; ;1359/010;1;A
