FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;AS OF DTG, 4 DIGIT YR; ; ;2033/054;14;AN
2 M;EFFECT ON OPERATIONS; ; ;1088/002;2;N
3 M;DETAILS OF OPERATIONAL EFFECT; ; ;1357/024;1-68;X
