FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;BOMBARDMENT SOURCE, AIRCRAFT; ;A;1301/003;3-4;A
;BOMBARDMENT SOURCE, WEAPON; ;B;1407/023;3-6;A
