FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;NUMBER OF COMMON USER CHANNELS; ; ;1044/277;1-3;N
2 O;NUMBER OF DEDICATED CHANNELS FOR PERMANENT CONNECTIONS; ; ;1044/276;1-3;N
3 C;NUMBER OF CHANNELS RESERVED FOR PACKET SWITCHING; ; ;1044/275;1-3;N
4 O;NUMBER OF SOLE USER CONNECTIONS; ; ;1044/280;1-3;N
