FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;STANDARD EMITTER DESIGNATION; ; ;1121/004;1-15;X
2 M;CREDIBILITY; ; ;1461/001;3-4;A
3 M;ELINT NOTATION; ;A;1012/034;5;AN
;SORTING CODE; ;B;1012/076;4;AN
4 O;RADIO/RADAR FUNCTION; ; ;1471/001;2;A
5 O;CRYSTAL FREQUENCY; ; ;2064/005;3-14;ANS
6 O;CRYSTAL COUNTDOWN; ; ;1472/001;1-3;N
