FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GEOGRAPHIC POSITION, UTM 10-METRE; ;A;2086/001;13;AN
;GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;2024/001;15;AN
2 M;DTG, 4-DIGIT YEAR; ; ;2033/001;14;AN
3 M;SPEED; ; ;2063/001;4-7;ANS
4 M;DIRECTION OF MOVEMENT (COMPASS POINT); ; ;1161/001;1-3;A
