FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;COMPUTER METEOROLOGICAL ZONE CODE; ; ;1685/002;2;N
* 2 M;WIND DIRECTION AND SPEED; ; ;2418/001;6;N
* 3 M;AIR TEMPERATURE AND PRESSURE; ; ;2419/001;8;N
