FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GLOBAL OCTANT; ; ;1691/001;1;N
2 M;GEOGRAPHIC POSITION, LAT/LONG, TENTHS OF DEGREES (MET); ;A;2428/001;6;N
;CODED LOCATION NAME; ;B ;1022/223;6;AN
3 M;MET VALIDITY; ; ;2429/001;6;N
4 M;MET STATION HEIGHT AND PRESSURE; ; ;2430/001;6;N
