FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;CROSSING TYPE; ; ;1706/002;2;A
2 M;CROSSING POTENTIAL; ; ;1662/007;2;A
