FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;WATER WIDTH IN METRES; ; ;1658/020;1-3;N
2 M;TOTAL GAP WIDTH, INCLUDING WATERWAY, IN METRES; ; ;1658/021;1-3;N
