FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 O;RADIUS OF ZONE 1; ; ;1523/002;3;N
2 C;DOWNWIND DIRECTION IN DEGREES; ;A;1043/002;3;N
;DOWNWIND DIRECTION IN MILS; ;B;1048/004;4;N
3 C;WIND SPEED; ; ;1525/002;3;N
4 C;ANGLE EXPANSION INDICATOR; ; ;1330/001;1;N
