FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;NO EARLIER THAN DTG, 4 DIGIT YR; ; ;2033/027;14;AN
2 M;NO LATER THAN DTG, 4 DIGIT YR; ; ;2033/028;14;AN
