FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LOW CLOUD COVER; ; ;1387/002;1;N
2 M;LOW CLOUD BASE HEIGHT; ; ;1162/002;1;N
3 M;VISIBILITY CODE; ; ;1414/002;1;N
4 M;WEATHER CONDITION NUMERIC CODE; ; ;1415/001;1;N
* 5 M;WEATHER REMARKS CODE; ; ;1386/005;1;A
