FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;CONTACT SERIAL NUMBER; ; ;1012/067;1-3;N
2 M;UNIT; ; ;1022/057;1-30;X
3 M;NAVAL SHIP TYPE; ; ;1036/003;2-4;A
4 M;FLAG; ; ;1026/003;2;A
5 M;CONTACT PHOTO STATUS; ; ;1450/001;3;A
6 O;SHIP CONTROL NUMBER; ; ;2282/001;6;AN
7 O;NATO SURFACE CONTACT DESIGNATOR; ;A;2154/001;4;AN
;DISCRETE IDENTIFIER; ;B;1625/025;4;N
* 8 O;CARGO INDICATOR; ; ;1173/004;3;A
