FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DECLARED SPEED IN KNOTS; ;A;1061/007;1-4;NS
;DECLARED SPEED RANGE IN KNOTS; ;B;2093/002;3-9;NS
2 M;ENDURANCE; ; ;2059/002;2-7;ANS
3 O;PRESENT CRITICAL SPEED IN KNOTS; ;A;1061/008;1-4;NS
;PRESENT CRITICAL SPEED RANGE IN KNOTS; ;B;2093/003;3-9;NS
