FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;PERCENTAGE RIGHT BANK ABOVE WATER; ; ;1064/048;1-3;N
2 M;PERCENTAGE RIGHT BANK BELOW WATER; ; ;1064/049;1-3;N
3 M;PERCENTAGE LEFT BANK ABOVE WATER; ; ;1064/050;1-3;N
4 M;PERCENTAGE LEFT BANK BELOW WATER; ; ;1064/051;1-3;N
