FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;SEQUENCE POINT NUMBER (1-30); ; ;1012/267;1-2;N
* 2 M;UTM 1-METRE HIGHER ORDER EASTING; ; ;1058/002;6;N
* 3 M;UTM 1-METRE HIGHER ORDER NORTHING; ; ;1060/002;7-8;N
