FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;NETWORK PARTICIPATION GROUP NUMBER; ; ;1012/149;1-3;N
* 2 M;NETWORK PARTICIPATION GROUP (NPG) SEQUENCE NUMBER; ; ;1012/166;1-2;N
* 3 O;LINK-16 TIME SLOT SET IDENTIFIER; ;A;1634/003;1-3;N
;TIME SLOT SET IDENTIFIER RANGE;RNG;B;2374/001;3-7;NS
