FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;SURFACE SPEED, KNOTS; ; ;2265/006;4-7;ANS
2 O;DIVE SPEED, KNOTS; ; ;2265/007;4-7;ANS
