FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;EFFECT ON OPERATIONS; ; ;1088/002;2;N
2 M;ON SITE NBC THREAT; ; ;1133/004;2;N
