FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;RETURN PORT; ; ;1022/177;1-20;X
2 M;ESTIMATED DTG OF ARRIVAL, 4 DIGIT YR; ; ;2033/031;14;AN
