FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;FIRST POINT UTM 1-METRE HIGHER ORDER EASTING; ; ;1058/003;6;N
2 M;FIRST POINT UTM 1-METRE HIGHER ORDER NORTHING; ; ;1060/003;7-8;N
3 M;SECOND POINT UTM 1-METRE HIGHER ORDER EASTING; ; ;1058/004;6;N
4 M;SECOND POINT UTM 1-METRE HIGHER ORDER NORTHING; ; ;1060/004;7-8;N
5 M;SEARCH ZONE WIDTH IN METRES, 10-9999; ; ;1658/013;2-4;N
