FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;NATIONAL STORES LIST NUMBER;NSLN;A;1012/142;1-16;AN
;NATO STOCK NUMBER;NSN;B;1012/061;16;NBS
;ITEM DESCRIPTION; ;C;1363/010;1-16;AS
2 M;QUANTITY REQUIRED AND UNIT OF MEASUREMENT; ; ;2074/001;2-7;AN
