FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;POLITICAL POLICY INDICATOR CODE; ;A;1285/038;4-6;A
;POLITICAL POLICY INDICATOR EXERCISE CODE;EXER;B;1285/039;4-8;A
