FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LENGTH IN METRES, 1-9999; ;A ;1657/005;1-4;N
;RADIUS IN METRES;R;B ;1580/001;1-4;N
2 C;WIDTH IN METRES, 1-9999; ; ;1658/003;1-4;N
3 C;ATTITUDE IN MILS FROM GRID NORTH; ; ;1048/009;4;N
