FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 O;LOCATION MARKING METHOD; ; ;1363/014;1-15;X
2 O;WEATHER CONDITION; ;A;1386/004;1;AN
;SEA STATE;SEA;B ;1392/001;1;N
3 O;DEPTH IN METRES; ; ;1247/001;1-3;NS
