FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 C;DTG OF START, 4 DIGIT YR; ; ;2033/029;14;AN
2 C;DTG OF STOP, 4 DIGIT YR; ; ;2033/030;14;AN
