FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ARTILLERY TARGET TYPE AND SUBTYPE; ;A;1650/003;6-13;AS
;COMBAT ENGINEER TARGET TYPE AND SUBTYPE; ;B;1650/004;7-13;AS
2 C;DEGREE OF PROTECTION; ; ;1424/001;4-6;A
