FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;WEAPON SYSTEM ASUW; ; ;1407/021;3-7;A
* 2 M;WEAPON TYPE, GENERIC; ; ;1407/001;1-30;X
* 3 M;LAUNCH MODE; ; ;1639/001;1-30;X
* 4 O;SEEKER PATTERN; ; ;1640/001;1-30;X
