FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GENERAL ENGINEER SUPPORT TASK; ; ;1285/020;2;N
2 M;DEGREE OF PERMANENCY; ; ;1322/001;2;N
3 O;GENERAL ENGINEER SUPPORT MISSION; ; ;1285/021;5-7;A
