FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;AIR DEFENCE SENSOR; ; ;1434/006;2-5;A
* 2 M;SENSOR ID; ; ;1102/004;1-10;X
* 3 M;SENSOR LOCATION, UTM 100-METRE; ; ;2087/046;11;AN
* 4 M;SENSOR/WEAPON STATUS; ; ;1236/015;3;A
* 5 O;SENSOR HEIGHT, FEET ABOVE GROUND.; ; ;1581/002;1-2;N
