FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;INFORMATION CATEGORIES; ;A;1343/002;4-10;A
;OTHER ALPHABETIC CATEGORIES; ;B;1343/003;2-8;A
;INFORMATION NUMERIC CATEGORIES; ;C;1343/004;2;N
;OTHER NUMERIC CATEGORIES; ;D;1343/005;2;N
2 C;SCOPE OF INFORMATION CODE; ; ;1345/002;1;A
3 O;BASIC ENCYCLOPEDIA NUMBER; ; ;2002/001;10;ANS
4 O;BASIC ENCYCLOPEDIA NUMBER SUFFIX; ; ;1012/102;2;N
5 O;SITE NAME; ; ;1022/068;1-38;X
