FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DIRECTION OF ATTACK FROM OBSERVER IN DEGREES; ;A ;2321/002;6;AN
;DIRECTION OF ATTACK FROM OBSERVER IN MILS; ;B ;2322/002;7;AN
