FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;FLASH-TO-BANG TIME AND UNIT OF MEASUREMENT; ; ;2313/001;4-6;AN
