FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;UNIT DESIGNATION NAME; ; ;1022/039;1-15;ANS
2 M;VERIFIED UNIT SIZE INDICATOR; ; ;2392/001;2-8;AS
3 M;VERIFIED NATIONALITY; ; ;2082/001;3;AS
4 M;VERIFIED UNIT ROLE INDICATOR CODE 'A'; ; ;2393/001;3-7;AS
5 M;BOUNDARY UNIT LEVEL INDICATOR; ; ;1045/007;1-6;A
6 M;UNIT DESIGNATION NAME; ; ;1022/039;1-15;ANS
7 M;VERIFIED UNIT SIZE INDICATOR; ; ;2392/001;2-8;AS
8 M;VERIFIED NATIONALITY; ; ;2082/001;3;AS
9 M;VERIFIED UNIT ROLE INDICATOR CODE 'A'; ; ;2393/001;3-7;AS
