FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ; ;2023/001;11;AN
2 M;DAY-TIME OF POSITION; ; ;2000/018;7;AN
3 M;COURSE IN DEGREES, TRUE; ; ;1439/004;3;N
4 M;SPEED IN KNOTS, DECIMAL PROHIBITED; ; ;1061/016;1-3;N
5 O;BEARING (001-360) IN DEGREES, TRUE; ; ;1791/006;3;N
6 O;ZONE ANGLE IN DEGREES; ; ;1043/020;3;N
