FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;COUNTER-INTELLIGENCE AND SECURITY CATEGORY; ; ;1343/007;5-19;AB
