FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ICAO BASE CODE; ; ;1125/002;4;AN
* 2 M;NATO AIRBORNE EARLY WARNING AIRCRAFT; ; ;1015/014;3-6;AN
* 3 M;TOTAL NUMBER OF AIRCRAFT; ; ;1044/212;1-3;N
* 4 M;NUMBER OF COMBAT READY AIRCRAFT; ; ;1044/215;1-3;N
