FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LANGUAGE; ; ;1647/001;1-54;X
2 M;STANDARDIZED LANGUAGE PROFILE; ;A;2447/001;4;N
;LANGUAGE PROFICIENCY; ;B;1648/002;2-4;A
3 O;COMMENTS; ; ;1357/001;1-68;X
