FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LENGTH IN METRES; ; ;1657/001;1-5;NS
2 M;WIDTH IN METRES, 1-999; ; ;1658/018;1-3;N
3 M;HEIGHT IN METRES, 0-99.9;HTCLR; ;1651/011;1-4;NS
4 M;CROSS SECTION DESCRIPTION; ; ;1259/003;2;A
5 M;CONSTRUCTION MATERIAL; ; ;1592/005;2;A
6 O;MINIMUM HORIZONTAL CURVE RADIUS IN METRES; ; ;1580/005;1-4;NS
7 O;MAXIMUM VERTICAL GRADIENT; ; ;1064/036;1-4;NS
