FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;CABLE LINK TYPE CODE; ; ;1275/002;5;A
2 M;TRANSMISSION RATE IN KILOBITS PER SECOND; ; ;1521/001;3-4;N
* 3 O;GEOGRAPHIC POSITION, UTM 100-METRE; ; ;2087/001;11;AN
