FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LINK CIRCUIT FUNCTION; ; ;1630/001;3-4;A
2 M;FREQUENCY DESIGNATOR; ;A;1396/001;1-8;AN
;CONTROL UNIT DESIGNATOR;CU;B;1028/037;1-8;AN
3 M;RADIO FREQUENCY; ; ;2064/001;3-14;ANS
4 O;COMMUNICATION PRIORITY; ; ;1124/002;1;A
5 O;EMISSION DESIGNATOR; ; ;1128/015;2-12;AN
6 O;FREQUENCY USAGE INDICATOR; ; ;1631/001;1;A
7 O;LINK TRANSMISSION RATE IN BITS PER SECONDS; ; ;1629/001;3-5;ANS
