FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LINK 16 DEFAULT NET NUMBER; ; ;1012/167;1-3;N
2 M;DEFAULT MESSAGE SECURITY CRYPTOVARIABLE LOGICAL LABEL; ; ;1012/213;1-3;N
3 M;DEFAULT TRANSMISSION SECURITY CRYPTOVARIABLE LOGICAL LABEL; ; ;1012/215;1-3;N
