FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;REFERENCE DIVERSION POINT DESIGNATOR; ; ;1053/005;2;A
* 2 M;GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ; ;2023/001;11;AN
