FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 O;TIME OF FLIGHT IN SECONDS TO THE TENTH; ; ;1073/009;3-5;NS
2 O;RANGE PROBABLE ERROR IN METRES; ; ;1052/002;1-3;N
3 O;ANGLE "T" IN MILS; ; ;1048/011;4;N
