FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;SPEED OF ADVANCE IN KNOTS; ;A;1061/009;1-4;NS
;SOA RANGE IN KNOTS; ;B;2093/004;3-9;NS
2 O;CONVOY SCHEDULED SPEED IN KNOTS; ;A;1061/010;1-4;NS
;CONVOY SCHEDULED SPEED RANGE IN KNOTS; ;B;2093/005;3-9;NS
