FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;CRYPTO PUBLICATION LINE NUMBER; ;A;1012/181;4;N
;REPORTING UNIT (RU) NUMBER; ;B;1625/015;3;N
2 M;CRYPTO PUBLICATION LINE NUMBER; ;A;1012/181;4;N
;REPORTING UNIT (RU) NUMBER; ;B;1625/015;3;N
3 M;LINK NET SPEED; ; ;1629/005;3-4;N
4 M;INTERFACE UNIT CONNECTIVITY TYPE; ; ;1593/010;3;A
5 M;LINK CRYPTOGRAPHIC EQUIPMENT; ; ;1135/022;4-9;X
